current_location	address	registration	user_id	mail	residence	name	job	username	company	blood_group	ssn	station_ID
(Decimal('-21.7086045'), Decimal('-17.260371'))	"Alameda Maria Júlia Moraes, 69
Vila Copasa
99804669 Pacheco / DF"	2024/09/26	115	leaoeduarda@hotmail.com		Sr. Apollo Carvalho		pgoncalves	Ramos - EI	AB-	63019542898	10
(Decimal('55.0936445'), Decimal('55.500925'))	"Ackermannstraße 2/5
55701 Sankt Goar"	11 May 2021	69	jjunk@gmail.com		Yvonne Bien	Augenoptiker	melita74	Kensy	A+	410-25-0773	559
(Decimal('67.263856'), Decimal('172.475459'))	徳島県青梅市東神田41丁目17番11号	2022/08/02	2075	naotoinoue@yahoo.com		山崎 結衣		tarosuzuki	株式会社藤原銀行	B-	187-20-2382	240
		18 Jul 2020	365	casadeivirgilio@libero.it		Napoleone Redi		carmeloargurio	Manacorda, Vitturi e Lovato e figli	AB-	VNLDRA65B10E290B	325
(Decimal('13.6971085'), Decimal('39.925468'))	"Isabella-Sölzer-Ring 60-98
50969 Vilsbiburg"	2021-07-07	290	ymaelzer@aol.de		Herr Erdogan Heß		bcichorius	Etzler Stiftung & Co. KG	B+	932-68-3626	194
(Decimal('2.5405375'), Decimal('99.343721'))		13 Aug 2022	2036	sayuritanaka@yahoo.com		高橋 里佳	音響技術者	chiyo13	有限会社田中情報	AB+	117-22-4250	115
(Decimal('-34.2821065'), Decimal('-128.900663'))	"Mariola-Nette-Weg 59
55021 Gera"	01/05/2025, 00:00:00	1406	qcichorius@gmx.de		Adriane Schüler		pjungfer	Weitzel GbR	AB-	995-16-6384	140
(Decimal('59.1831965'), Decimal('66.987967'))	石川県山武郡横芝光町松が谷1丁目23番10号 松浦町クレスト948	2020-06-27	502	eyamamoto@yahoo.com		山下 裕太		yamamotoyumiko	株式会社田中電気	B+	804-22-2487	191
(Decimal('56.9333895'), Decimal('113.929979'))	"Vicolo Calcedonio, 615
32031, Colmirano (BL)"	07/03/2021, 00:00:00	813	eleanoramengolo@outlook.com		Fabrizio Cignaroli		maurapisaroni	Montecchi SPA	AB+	PVNLPN09D46B294B	330
(Decimal('61.138832'), Decimal('-110.358828'))	"Cläre-Segebahn-Allee 9
33696 Backnang"	2024-02-05	577	karl-august66@yahoo.de		Josephine Weitzel		willi31	Faust	AB-	220-50-3537	231
(Decimal('-12.8040625'), Decimal('76.294634'))	"Hövelplatz 10
77862 Nauen"	22 Nov 2023	888	kristineroht@aol.de		Ing. Jadwiga Kühnert	Binnenschiffer	friedlhering	Holt	B+	538-79-8068	70
		2021/10/13	416	raffaellino05@yahoo.com		Diana Rubbia	Accountant, chartered certified	ionio	Quasimodo Group	B-	NTRTMT04H52C530Y	350
(Decimal('-89.7878105'), Decimal('-156.392118'))	"69889 Orozco Pines
New Melissaside, ID 66677"	08/16/2025, 00:00:00	2066	vazquezdebra@yahoo.com		Brian Garcia		ryanpadilla	Pope-Acosta	AB-	037-58-9442	306
	"Lagoa de da Conceição, 6
Antonio Ribeiro De Abreu 1ª Seção
14008674 Barros de Pires / CE"	05/01/2020, 00:00:00	1277	ianandrade@uol.com.br		Dra. Yasmin Fogaça		danielcardoso	Barros Porto S.A.	A+	71832045617	1
(Decimal('-55.5947895'), Decimal('-109.619904'))	滋賀県文京区方京30丁目2番4号	18 Mar 2021	596	chiyonakamura@hotmail.com		山本 直人	電気工事士	yamaguchihideki	有限会社太田保険	O-	037-97-2357	87
(Decimal('20.6167415'), Decimal('-130.711990'))	"Contrada Antonello, 16 Appartamento 18
72023, Mesagne (BR)"	07/09/2020, 00:00:00	1783	ignaziocatenazzi@libero.it		Dott. Ugolino Aloisio		orlando04	Casale Group	A-	PRNNZE01E42B355W	668
(Decimal('56.677352'), Decimal('-63.687502'))	"Fazenda de Gonçalves, 838
Santa Lúcia
70244121 Rodrigues / SP"	11 Aug 2023	91	pedro-miguelribeiro@yahoo.com.br		Fernanda Fogaça	Montador de negativos	macedoluiz-otavio	da Rocha S/A	A-	74398125655	605
(Decimal('63.345570'), Decimal('25.274389'))		2020/04/03	759	lodovicomontessori@virgilio.it		Sig. Pierangelo Manolesso		nittiarsenio	Almagià, Panicucci e Greggio s.r.l.	B+	VNDLLN10T08A832O	324
(Decimal('0.5673785'), Decimal('-113.064036'))	"81723 Bruce Fords Suite 936
New Michelleland, SC 90350"	03 Aug 2020	1830	alexandria52@gmail.com		Parker Hunter		gregorymaynard	Stevens-Smith	O+	472-74-7857	474
(Decimal('-55.1687425'), Decimal('-66.733140'))		26 Apr 2025	1942	sibilla87@gmx.de		Kira Dörschner		heidelinde57	Meister	O+	012-44-4476	378
(Decimal('55.723124'), Decimal('169.247337'))	"Quadra Rael Castro
Novo Das Industrias
37861977 Freitas da Prata / MT"	2022-09-21	1637	xgarcia@hotmail.com		Sara Novaes		srodrigues	Fernandes - EI	O+	26130597452	306
(Decimal('72.218150'), Decimal('15.926686'))	"Contrada Gianmarco, 32 Appartamento 59
25128, Brescia (BS)"	05 Jan 2020	90	lgolgi@outlook.com		Margherita Mengolo		giorgiovidoni	Giacometti SPA	O+	CRTDNG22D59I800D	474
(Decimal('19.7268385'), Decimal('86.157714'))		02/28/2020, 00:00:00	159	fernandesjuan@ig.com.br		Maysa da Conceição		crocha	Alves	AB-	27914608530	364
(Decimal('-27.6283245'), Decimal('126.958018'))	"Walterring 10
72999 Halberstadt"	2021/03/13	169	matthaeinikolas@googlemail.com		Prof. Sigurd Steinberg B.Eng.	Winzer	ludger45	Mohaupt AG & Co. KGaA	AB-	707-06-6263	217
(Decimal('64.4717545'), Decimal('3.466530'))		2022/12/13	2104	ymorgagni@gmail.com		Dott. Vanessa Gibilisco	Bonds trader	adelasia28	Ciampi SPA	B+	LNZLVR19B06C821V	211
(Decimal('6.2694655'), Decimal('63.084784'))	島根県福生市中宮祠1丁目22番12号 下吉羽アーバン386	2020/10/19	10	tsubasamiura@hotmail.com		池田 翔太	歯科医師	hayashitakuma	有限会社中村鉱業	A+	282-19-9129	653
(Decimal('86.097564'), Decimal('48.719337'))	東京都あきる野市東上野22丁目3番3号 シティ西浅草217	16 Nov 2020	2010	abetomoya@yahoo.com		山崎 涼平		gotosayuri	松本運輸合同会社	B+	627-35-2266	265
(Decimal('-7.294141'), Decimal('23.260771'))	"Pohlplatz 56/70
12482 Grafenau"	10 Dec 2019	1049	bkarz@gmail.com		Frau Rosa Ring		radischmirjana	Barth GmbH	B-	288-52-9119	166
(Decimal('67.417074'), Decimal('162.425190'))	京都府富里市美原町14丁目22番14号 シャルム上高野831	2019-04-14	1871	nakamuratsubasa@hotmail.com		阿部 裕太		thasegawa	有限会社中川水産	A+	620-70-6442	4
(Decimal('-29.5209205'), Decimal('-152.777773'))	"Piepergasse 1/2
71374 Mittweida"	2021-05-13	1465	iwankobelt@googlemail.com		Max Heinz		patricia52	Barkholz	B-	918-91-8656	461
(Decimal('28.527831'), Decimal('-119.528339'))		2023/05/23	1366	marina21@hotmail.de		Dipl.-Ing. Nadine Mälzer		ktrub	Schaaf Kitzmann GbR	A-	548-48-7881	127
(Decimal('73.1008595'), Decimal('-126.644629'))	"Etzoldgasse 4-5
89935 Aurich"	02/09/2025, 00:00:00	1517	xhecker@gmail.com		Heinfried Karz		carmine26	Reichmann Anders GmbH	A+	058-60-2356	15
(Decimal('-87.161626'), Decimal('147.597734'))	"Wagenknechtallee 7104
10878 Bremen"	2022-08-26	1989	annerosereuter@web.de		Jolanda Lübs MBA.		ezaenker	Hänel	O+	317-85-7270	300
(Decimal('5.3229115'), Decimal('90.291750'))	"25008 Sarah Field
Curtisfort, AZ 07302"	2019-06-14	176	dyoung@hotmail.com		Dr. Andrea Gallegos		toddgilbert	Lopez, Blackburn and Jackson	AB+	009-76-1163	404
(Decimal('82.7420325'), Decimal('147.705812'))	"Canale Camillo, 15
43042, Bergotto (PR)"	09/12/2019, 00:00:00	488	portese@gmail.com		Rosa Gozzano		psauli	Grisoni, Salvemini e Fagiani s.r.l.	O+	SMMNCL72C50A761U	576
(Decimal('-74.950002'), Decimal('164.240844'))	高知県香取郡神崎町中小来川8丁目15番11号 幸手シティ238	2022/08/23	493	mikishimizu@hotmail.com		太田 美加子	お笑い芸人	bsato	伊藤情報合同会社	A+	277-25-4818	186
(Decimal('12.524571'), Decimal('-99.917258'))	愛媛県八街市台場15丁目10番6号 アーバン脚折230	19 May 2021	2017	mai60@gmail.com		岡本 拓真		vinoue	石井印刷有限会社	O+	777-07-9068	206
(Decimal('-21.359603'), Decimal('157.973786'))	"Fazenda Alana Pimenta, 22
Vila Piratininga
13365954 Novais / RS"	10/04/2022, 00:00:00	1552	gael-henrique31@ig.com.br		Yasmin Aragão		luiza47	Farias	A-	48165239015	187
(Decimal('46.6096755'), Decimal('-59.689017'))	広島県香取郡神崎町湯本塩原3丁目25番11号 アーバン轟518	2021-12-08	1736	moriyoko@hotmail.com		池田 真綾	ウェディングプランナー	taro76	有限会社田中ガス	O-	011-85-4681	686
(Decimal('-27.7558005'), Decimal('88.968921'))	"Rudolphallee 52
83193 Passau"	07 Oct 2020	597	ywulf@gmail.com		Urszula Carsten-Hörle		ozirme	Scheel	B-	440-25-1970	465
(Decimal('13.216877'), Decimal('133.661497'))	愛知県八街市松石16丁目27番20号 パーク秋葉原331	2020/08/06	1633	oendo@yahoo.com		阿部 千代		sotaroyamaguchi	株式会社鈴木建設	B+	335-76-1996	41
(Decimal('13.6092915'), Decimal('-160.661051'))	"Löwergasse 81/19
00552 Fulda"	2021/07/01	147	edeltraudhornig@web.de		Robert Graf		franz-xaverehlert	Mende Stiftung & Co. KGaA	B+	802-05-0502	79
(Decimal('81.1609235'), Decimal('-114.816736'))		2022/04/21	1355	metzramon@aol.de		Viktoria Baum		annelise48	Ullrich	AB+	064-34-4948	471
(Decimal('42.3031885'), Decimal('-101.095409'))	"Hellmuth-Beyer-Ring 487
64269 Oberviechtach"	2023/05/09	80	joerg-peterschacht@aol.de		Catharina Paffrath		klotzstefano	Trub	O-	995-34-0150	110
		2020-01-31	1675	oschweitzer@aol.de		Alexandros Gunpf-Zahn		jopichanatoli	Flantz	AB+	806-28-7118	148
(Decimal('-17.4723375'), Decimal('18.056050'))	"513 Keller Drive
New Lorishire, DE 59396"	2020-05-26	1782	christophermitchell@gmail.com		Joseph Johnson		smithwanda	Moss-Garrison	O-	664-49-1217	176
(Decimal('-75.6605115'), Decimal('141.976057'))	"Trecho Mendes, 21
Mantiqueira
27839239 Duarte / MG"	06 Mar 2019	1141	nascimentomatheus@bol.com.br		Sra. Maria Liz Sales		danielamachado	Teixeira	A+	31580749666	142
(Decimal('42.5756605'), Decimal('-7.911464'))	"Stretto Zito, 6 Appartamento 1
80077, Ischia Ponte (NA)"	07/31/2021, 00:00:00	1894	sonia16@poste.it		Sig.ra Sylvia Parini		eleanoraminiati	Papafava, Nolcini e Acerbi s.r.l.	O-	BRCVNL78C04C194D	550
(Decimal('-79.832661'), Decimal('-89.373290'))	福島県川崎市中原区外神田10丁目21番8号 橋場ハイツ142	03/05/2023, 00:00:00	1666	lnakamura@yahoo.com		田中 桃子		suzukikenichi	株式会社斉藤銀行	O+	061-77-3575	431
(Decimal('55.4353385'), Decimal('45.200075'))	福岡県福生市上野公園40丁目2番2号 下宇和田シャルム225	18 Oct 2023	1766	ekobayashi@hotmail.com		佐々木 千代	アニメーター	akiraabe	有限会社井上銀行	O-	071-74-3055	137
(Decimal('85.0314435'), Decimal('-47.055140'))		2019-05-16	393	allegracassara@live.com		Amedeo Dibiasi		camillobosio	Niggli-Boldù e figli	B+	SSLJCP94T53G833T	529
(Decimal('56.125004'), Decimal('159.386216'))	福井県調布市轟23丁目6番7号 シティ台東188	2020-07-15	625	miki36@gmail.com		佐藤 健一		kenichisuzuki	三浦保険有限会社	O+	896-77-1360	288
(Decimal('-50.4470165'), Decimal('162.704977'))	"4432 Bowen Shoal
West Sara, GU 83093"	2020/04/15	1990	amiller@yahoo.com		Eric Garcia	Hydrogeologist	christian13	Miller-Adams	O+	383-66-0511	72
(Decimal('21.8072835'), Decimal('-144.927660'))	"Leyla-Wohlgemut-Weg 7256
61614 Nordhausen"	2020/11/05	1673	conny34@gmx.de		Cläre Fechner	Chirurgiemechaniker	seifertfelicia	Seidel GmbH	A+	467-93-8722	522
(Decimal('30.000145'), Decimal('-94.122596'))	福井県国分寺市東大和町1丁目12番7号 シティ虎ノ門虎ノ門ヒルズ森タワー572	12 Apr 2020	260	yoichinakajima@hotmail.com		中村 健一		itomaaya	有限会社佐藤ガス	B+	850-59-9377	440
(Decimal('76.848880'), Decimal('0.878936'))	"Contrada Niccolò, 152
84124, Salerno (SA)"	01/02/2021, 00:00:00	942	galvanifrancesco@poste.it		Michela Trebbi	Speech and language therapist	orestegalilei	Desio s.r.l.	A-	MRCTTE35P25D341R	156
(Decimal('-79.8606925'), Decimal('144.673679'))		2022-06-09	1926	kschottin@yahoo.de		Isa Hoffmann	Medizininformatiker	qauch-schlauchin	Ortmann Wagner AG	B+	083-23-4722	179
(Decimal('-67.4234115'), Decimal('-48.357897'))	"716 Rivera Villages Apt. 553
North Andrewmouth, VT 05203"	2024/11/02	1618	tracey71@yahoo.com		Sandra Gutierrez	Exhibition designer	stephen04	Edwards, Long and Howell	B+	410-61-5779	173
(Decimal('76.276392'), Decimal('-143.514517'))	兵庫県香取郡多古町東和町11丁目2番17号 コート豊町355	03/15/2025, 00:00:00	935	jun36@gmail.com		加藤 春香		asato	株式会社山本ガス	O+	168-73-8899	385
(Decimal('-31.621577'), Decimal('82.604175'))	"6475 Devin Locks
East Alexander, VT 89388"	2018-09-30	1088	nsanders@yahoo.com		Joel Irwin		shanenunez	Ryan-Baker	B-	061-83-8226	428
(Decimal('7.448215'), Decimal('-15.078486'))	"Winklerstr. 1-3
30842 Eisenhüttenstadt"	2023-04-04	372	kwieloch@googlemail.com		Hans-Michael Hamann		jniemeier	Kroker KG	A+	806-60-5682	444
(Decimal('22.4341155'), Decimal('-1.178029'))	"Campo Breno Marques, 6
Vila Da Paz
53751509 da Conceição de Goiás / TO"	2019/06/04	2130	maria-juliasa@ig.com.br		Otto Cassiano		joao-pedro26	Fernandes da Conceição S/A	B+	09586472167	8
(Decimal('-71.3351865'), Decimal('94.006675'))	"Favela Emanuel Vieira, 9
Sport Club
60811-725 da Luz de Fogaça / RR"	12 Dec 2019	493	lucas12@gmail.com		Ester Silva		yguerra	Moura Novais e Filhos	O-	76594132016	377
(Decimal('57.0882315'), Decimal('-3.700934'))	"Mälzerplatz 1/3
95099 Scheinfeld"	2020/10/22	1083	elsethies@gmx.de		Rudolf Atzler-Kühnert		chellwig	Schleich AG & Co. KG	AB+	823-87-7783	361
		03/28/2025, 00:00:00	1628	mariagonzalez@hotmail.com		Kelly Macdonald		lisaboyd	Thomas-Stephens	AB+	664-14-8405	481
(Decimal('47.256745'), Decimal('52.082860'))		25 Sep 2020	1945	angelinadoerschner@yahoo.de		Heinz-Dieter Mohaupt		soniagute	Köster GmbH & Co. KG	AB+	897-06-6594	486
(Decimal('-28.144187'), Decimal('-4.303180'))	"Süßebierstr. 41
67392 Teterow"	09/05/2022, 00:00:00	784	xenia80@gmx.de		Frank Hornig		karl-hermannstiffel	Möchlichen GmbH & Co. KGaA	B+	506-87-8190	535
(Decimal('-43.440382'), Decimal('-118.485415'))	"9171 Henson Keys
West Michaelfort, ME 88508"	27 Aug 2024	500	bboyd@yahoo.com		Adrian Morton		james38	Donaldson, Pearson and Waller	AB-	484-79-0718	422
(Decimal('-39.013513'), Decimal('161.724910'))	"Rotonda Morgagni, 10
08026, Orani (NU)"	19 Oct 2018	2034	ficinodonatella@poste.it		Veronica Orsini	Journalist, newspaper	rossanarocca	Cassarà-Gagliardi SPA	AB-	TMSNTL02S16C529P	159
(Decimal('85.1601735'), Decimal('-17.736246'))	"0097 Paul Roads Apt. 546
East Charles, SD 59193"	2024/09/30	564	benjamin63@gmail.com		Audrey Mcdonald		shane02	Griffin, Brown and Townsend	AB-	131-84-5672	55
(Decimal('-5.117101'), Decimal('-130.069752'))	"Mohauptplatz 97/35
40220 Garmisch-Partenkirchen"	10 Dec 2022	798	harloffharold@hotmail.de		Walentina Hahn		acarsten	Bachmann GbR	O-	566-59-9725	409
(Decimal('-35.584449'), Decimal('89.137776'))	"Praça Kaique Alves, 553
Ermelinda
61444693 da Cruz / CE"	2023/01/23	303	pedro-miguel71@ig.com.br		Sr. Daniel Casa Grande		raquel68	da Cunha Ltda.	B+	40259618730	33
(Decimal('-24.0064005'), Decimal('-118.060786'))	"7059 Smith Bridge
Kathrynburgh, CT 56902"	12/23/2024, 00:00:00	2148	castillosamantha@yahoo.com		Veronica Nguyen	Pensions consultant	ewilkinson	Jackson-Williams	AB-	338-68-9530	466
(Decimal('-46.658906'), Decimal('-164.437888'))	"Stolzegasse 384
49609 Wetzlar"	08 Jul 2023	1477	iankeudel@gmx.de		Else Ackermann		eeigenwillig	Henschel OHG mbH	O-	421-66-2706	544
(Decimal('86.7773475'), Decimal('-56.318999'))	宮崎県横浜市旭区虎ノ門虎ノ門ヒルズ森タワー41丁目7番3号 シャルム土沢016	2021-11-28	1087	hideki34@hotmail.com		小林 英樹		minorunakajima	株式会社中島鉱業	B-	244-29-3606	510
(Decimal('78.249458'), Decimal('-98.266768'))	"Largo Silva
Vila Da Luz
75923-064 Silveira de Goiás / SE"	06/29/2023, 00:00:00	1933	fernando66@yahoo.com.br		Theo Vargas	Geógrafo	benjamim37	Campos S/A	AB-	58273904105	522
(Decimal('-79.1974735'), Decimal('153.623947'))	"Mohammed-Täsche-Ring 4-7
88143 Lemgo"	10/21/2019, 00:00:00	461	antonina34@gmail.com		Pascal Klemt B.A.		bgeissler	Cichorius	AB-	579-26-9050	672
(Decimal('-22.4176765'), Decimal('-174.862181'))	"Morro de Cunha, 71
Candelaria
59992667 Gonçalves do Norte / RO"	2022/08/16	1893	raul69@gmail.com		Dra. Hadassa Mendes	Gestor de recursos humanos	biancamendes	Alves - ME	B+	26810957430	351
(Decimal('-48.208321'), Decimal('-167.353428'))	"26979 Flores Underpass
Kimberlybury, PR 53471"	08/02/2019, 00:00:00	540	alvarezamy@hotmail.com		Kristi Boyd MD		tshaffer	Lawrence-Forbes	AB+	631-25-8941	497
(Decimal('-36.645466'), Decimal('-114.756199'))	"Vicolo Canali, 4 Appartamento 2
81051, Roccaromana (CE)"	02/21/2023, 00:00:00	182	roccomarino@tim.it		Serafina Bataglia		cadornaadriano	Bembo, Bragadin e Correr Group	B-	RGRCML92B66E973G	213
(Decimal('-55.3675505'), Decimal('94.222659'))	"346 Mcdonald Freeway
New Debrahaven, FL 26293"	04/22/2019, 00:00:00	1937	alexandergarrett@gmail.com		Patrick Zimmerman		kennethbarnes	Kelly Ltd	B+	658-80-5380	263
(Decimal('-85.632195'), Decimal('-160.091956'))	"Rotonda Aldo, 685
64045, San Gabriele Dell'Addolorata (TE)"	2024-07-16	1484	serenacondoleo@gmail.com		Mirco Mazzi		tatianacesarotti	Cibin, Borgia e Mazzini s.r.l.	AB-	DNTFLP97B17C501P	206
(Decimal('12.004263'), Decimal('-141.874866'))	"759 Gonzales Plains
Port Marissa, MO 29834"	2024-05-13	1029	wnewman@gmail.com		Charles Bennett		obarton	White-Garcia	A-	131-29-1872	136
(Decimal('-41.862401'), Decimal('94.846980'))	愛媛県三鷹市猿楽町6丁目12番7号	2019-02-14	1342	yui38@gmail.com		山田 知実		byamaguchi	有限会社田中鉱業	A-	051-86-3131	592
(Decimal('-72.717066'), Decimal('-72.342385'))	富山県練馬区渡辺31丁目1番16号 蟇沼シティ908	2021-08-09	70	mai48@hotmail.com		清水 零		atsushiabe	合同会社青木銀行	A-	205-04-4265	145
	千葉県川崎市幸区九段南22丁目17番9号 パーク大京町898	21 Sep 2021	970	jkato@gmail.com		木村 健一	配管工	yamadarei	有限会社高橋情報	B+	309-89-5339	217
(Decimal('57.723042'), Decimal('-33.026179'))	"Ernststr. 5/9
45974 Bützow"	2020/01/06	748	hoffmannmathilde@yahoo.de		Heidemarie Tschentscher	Forstwirt	fritz50	Döring Jähn AG & Co. KGaA	O+	919-73-4257	615
(Decimal('65.9103305'), Decimal('34.665863'))	兵庫県鴨川市所野30丁目16番8号	2019/12/31	683	hidekinakamura@gmail.com		佐藤 稔		mikimatsumoto	有限会社加藤印刷	A-	290-13-5185	591
(Decimal('11.339451'), Decimal('-107.748390'))	群馬県青梅市月島1丁目14番7号 東浅草アーバン541	04/25/2024, 00:00:00	1416	gkimura@hotmail.com		佐藤 充	演歌歌手	akobayashi	吉田電気株式会社	A+	096-79-2695	592
(Decimal('-45.428165'), Decimal('179.316767'))	"Vila de da Cruz, 1
Conjunto Providencia
66386-403 Souza / ES"	2019/05/01	1568	xpires@gmail.com		Júlia Barros		maria-julia46	Macedo - EI	A+	51389742032	640
(Decimal('45.2437435'), Decimal('-109.703143'))	"Colônia Viana, 51
Jardim Leblon
77400309 Gonçalves / PE"	2021-02-08	625	moreiranoah@bol.com.br		João Miguel Albuquerque		isabellymonteiro	Montenegro	B+	75026493874	154
(Decimal('-9.519976'), Decimal('117.664169'))	"Núcleo de Barros, 9
Lorena
85017769 Pinto de Viana / SE"	2023-08-21	1039	kda-mata@hotmail.com		Ana Clara Abreu		da-luzhenry-gabriel	Pimenta	AB-	96870214549	429
(Decimal('25.625537'), Decimal('17.753856'))		19 Apr 2022	1556	suzukiyui@yahoo.com		鈴木 陽子		tsubasa83	株式会社木村通信	O+	780-69-7242	468
(Decimal('32.214259'), Decimal('2.229292'))	"Largo Beatriz Sousa, 37
Outro
07399-144 da Conceição / RS"	2025-07-24	697	novaislucas@gmail.com		Sofia Moura		jose03	Nogueira	A-	74650928338	34
(Decimal('-84.261254'), Decimal('115.348503'))	"Jardim Borges, 48
Álvaro Camargos
04534831 Casa Grande de Casa Grande / PR"	10/24/2018, 00:00:00	711	portoravi-lucca@hotmail.com		Breno Sá		isaqueguerra	Sousa	O-	32815947609	37
(Decimal('-66.0446945'), Decimal('109.838884'))	"Via Gentilini, 85 Appartamento 1
38053, Castello Tesino (TN)"	2021/05/09	805	cuomonadia@libero.it		Dionigi Cimarosa		romanafavata	Fagotto, Majorana e Guidotti e figli	B+	CNDVRN05T20E047M	191
(Decimal('72.7509175'), Decimal('-21.813970'))	"Vila Emanuelly Macedo, 200
Conjunto Minas Caixa
88030-173 Nunes / PE"	20 Jan 2024	2174	anthony-gabrielda-cunha@bol.com.br		Juliana Jesus		maite28	Farias Sá Ltda.	AB-	12483567053	640
(Decimal('50.3982015'), Decimal('-153.420098'))	"Borgo Morlacchi, 7 Piano 4
66018, Taranta Peligna (CH)"	11/19/2021, 00:00:00	1745	carlabocca@live.com		Antonella Lucciano	Licensed conveyancer	romina75	Cesarotti s.r.l.	B+	BBGVRL72E43E109Q	399
(Decimal('8.503901'), Decimal('149.783059'))	"Via Gaetano, 97
09033, Decimomannu (CA)"	18 Dec 2020	1221	paola26@gmail.com		Milena Cicilia		carmelocasini	Federici, Impastato e Parpinel Group	O-	PLLGVN25P27B789W	13
(Decimal('-28.789449'), Decimal('87.455688'))	"Bährallee 1-4
73560 Berchtesgaden"	2025-04-28	2021	florianoestrovsky@googlemail.com		Grzegorz Dippel		lfritsch	Schweitzer Kreusel Stiftung & Co. KGaA	A+	704-48-2466	580
(Decimal('87.0274175'), Decimal('-88.195630'))	"919 Jamie Gateway
Lake Michaelport, NH 49419"	26 Nov 2023	1990	cesarcarey@hotmail.com		Jennifer Garcia		richard80	Wells-Mason	B+	852-86-1085	507
(Decimal('50.812262'), Decimal('109.023353'))	"Gießstraße 33-83
77418 Borken"	2019-05-20	220	suzanneholt@gmx.de		Franca Bonbach-Wulf		whethur	Wagner GbR	B-	689-07-0944	648
(Decimal('-76.0304225'), Decimal('-2.108484'))	京都府川崎市多摩区中小来川17丁目19番15号 ハイツ美原町789	2024-09-22	1163	yumiko39@hotmail.com		前田 桃子		ryoheiyamazaki	遠藤食品有限会社	B-	591-60-9954	288
(Decimal('65.702217'), Decimal('137.293308'))	鹿児島県立川市東浅草4丁目15番12号 富久町アーバン361	2025/03/05	308	akemi01@hotmail.com		岡田 知実		sayuri54	高橋情報合同会社	O-	823-24-2956	147
(Decimal('-77.6729065'), Decimal('-168.603358'))	"Strada Jovinelli, 615 Piano 0
64012, Paterno (TE)"	2019/04/15	812	marioricci@yahoo.com		Eraldo Righi	Administrator, charities/voluntary organisations	elladiozamengo	Piacentini, Ariasso e Carocci s.r.l.	A-	MRSBPP77M66H029E	601
(Decimal('82.2860705'), Decimal('-148.203621'))		30 May 2020	2124	daytracy@hotmail.com		Cassandra Moore		stephanie15	King-Clark	O-	185-31-8877	341
(Decimal('-7.212955'), Decimal('143.646353'))	"Hinrich-Weinhold-Straße 8
90785 Scheinfeld"	05 Jun 2023	1830	justinahenck@gmail.com		Hans-Wilhelm Fiebig		freyakabus	Weimer Meister OHG mbH	AB-	686-66-8298	609
(Decimal('-19.1622015'), Decimal('-175.149778'))	"9946 Cory Crossroad Apt. 989
New Robert, OH 36102"	2024/07/31	514	washingtonchristine@yahoo.com		Matthew Pratt		edavis	Young PLC	B+	385-32-0482	712
(Decimal('-8.1257005'), Decimal('-4.574835'))	"Setor Fogaça
Vila Dos Anjos
59286-639 Novaes do Sul / ES"	2019/06/19	1360	monteirocaroline@uol.com.br		Evelyn Macedo		diegonunes	Lima - EI	O+	18460729303	601
(Decimal('45.295565'), Decimal('40.152759'))	"Fischergasse 96-42
97164 Riesa"	2019-08-14	1809	kaulbruno@web.de		Burkhardt Thanel		nuran94	Albers Scholtz GmbH	O-	137-98-1568	38
(Decimal('81.011407'), Decimal('132.728569'))	"Lidwina-Grein Groth-Straße 5/7
34406 Vechta"	10/13/2020, 00:00:00	988	ralf16@aol.de		Gunar Becker-Klapp		carlos92	Albers AG	AB-	396-27-1834	22
(Decimal('87.4872555'), Decimal('53.229209'))	"Lagoa Cardoso, 58
Gameleira
10135-158 Cunha de Camargo / GO"	07 Mar 2025	1056	mda-cunha@gmail.com		Maria Luísa Castro	Atleta de canoagem	qduarte	Brito	B+	95024637143	208
(Decimal('-32.716553'), Decimal('125.140071'))		06/07/2025, 00:00:00	815	gnorris@gmail.com		Bruce Stokes		phyllisrobinson	Chase, Frey and Gray	B+	213-65-9562	663
(Decimal('-45.325588'), Decimal('-101.088160'))	"Rörrichtplatz 6548
38725 Aue"	2020/03/13	667	ekkehart62@yahoo.de		Ingeborg Ring	Friseur	hessnico	Preiß Schüler GmbH & Co. KGaA	A-	554-69-5938	459
(Decimal('-69.500413'), Decimal('175.392341'))	秋田県江戸川区東大和町21丁目9番14号 シティ押上221	12/27/2023, 00:00:00	1167	maisato@hotmail.com		田中 洋介		naotoyamada	合同会社池田食品	AB+	548-13-9497	617
(Decimal('-62.6516605'), Decimal('-122.012965'))	鳥取県印旛郡本埜村二つ室39丁目24番8号 虎ノ門虎ノ門ヒルズ森タワーコート936	08/19/2022, 00:00:00	914	qsuzuki@yahoo.com		田中 太一	エンジニア演奏家	kobayashiyoichi	株式会社小川建設	AB-	581-66-6761	302
(Decimal('46.6088365'), Decimal('-175.479907'))	"Bärbel-Spieß-Gasse 3281
90201 Genthin"	2023/01/05	2089	vogtjulie@yahoo.de		Patrik Junck		heinfried23	Kruschwitz Tschentscher KG	B-	099-01-2694	139
(Decimal('4.836743'), Decimal('81.437073'))	"Vale de Rios, 54
Mala E Cuia
51910-578 Castro da Praia / PR"	2024-05-24	1737	da-motamathias@hotmail.com		Sr. Emanuel Freitas		lopescamila	Silva	AB+	54819062360	553
